48.00,9.00,441.00,52.00,125.00,473.00
48.00,9.00,483.00,52.00,126.00,473.00
49.00,8.00,524.00,52.00,128.00,472.00
49.00,8.00,538.00,52.00,128.00,473.00
48.00,8.00,595.00,52.00,127.00,471.00
48.00,8.00,634.00,52.00,126.00,470.00
49.00,9.00,671.00,52.00,128.00,470.00
49.00,8.00,717.00,52.00,129.00,469.00
48.00,8.00,801.00,52.00,129.00,469.00
48.00,8.00,707.00,52.00,126.00,471.00
48.00,8.00,645.00,52.00,123.00,471.00
48.00,8.00,624.00,52.00,123.00,472.00
48.00,9.00,556.00,52.00,123.00,472.00
48.00,9.00,552.00,52.00,123.00,473.00
48.00,9.00,541.00,52.00,123.00,472.00
47.00,9.00,497.00,52.00,122.00,472.00
48.00,9.00,478.00,51.00,122.00,472.00
48.00,9.00,458.00,52.00,122.00,473.00
48.00,10.00,406.00,52.00,121.00,473.00
48.00,10.00,388.00,51.00,121.00,473.00
48.00,10.00,357.00,51.00,121.00,473.00
48.00,10.00,326.00,52.00,123.00,475.00
48.00,10.00,248.00,52.00,122.00,476.00
48.00,10.00,194.00,52.00,121.00,476.00
48.00,11.00,168.00,51.00,120.00,476.00
48.00,10.00,151.00,51.00,120.00,477.00
48.00,11.00,176.00,51.00,121.00,476.00
49.00,10.00,259.00,52.00,122.00,476.00
49.00,10.00,333.00,52.00,123.00,475.00
49.00,10.00,352.00,51.00,123.00,473.00
49.00,10.00,381.00,52.00,123.00,473.00
49.00,10.00,404.00,52.00,123.00,473.00
49.00,9.00,460.00,52.00,124.00,471.00
49.00,9.00,513.00,52.00,125.00,470.00
48.00,8.00,579.00,52.00,127.00,469.00
49.00,8.00,579.00,52.00,125.00,469.00
49.00,8.00,623.00,52.00,127.00,470.00
49.00,8.00,614.00,51.00,126.00,470.00
48.00,9.00,654.00,52.00,125.00,469.00
49.00,8.00,719.00,52.00,126.00,467.00
48.00,8.00,682.00,52.00,124.00,468.00
49.00,9.00,723.00,52.00,129.00,468.00
49.00,9.00,660.00,52.00,127.00,470.00
48.00,9.00,472.00,52.00,124.00,473.00
48.00,10.00,452.00,52.00,123.00,473.00
48.00,10.00,445.00,52.00,123.00,473.00
48.00,10.00,467.00,52.00,123.00,473.00
48.00,10.00,438.00,52.00,123.00,473.00
48.00,10.00,414.00,52.00,122.00,473.00
49.00,10.00,411.00,52.00,123.00,472.00
48.00,10.00,358.00,52.00,122.00,472.00
48.00,10.00,338.00,53.00,123.00,475.00
48.00,11.00,283.00,52.00,122.00,475.00
48.00,10.00,263.00,51.00,121.00,474.00
48.00,10.00,241.00,52.00,121.00,474.00
47.00,10.00,296.00,51.00,122.00,474.00
48.00,10.00,357.00,52.00,122.00,473.00
48.00,10.00,396.00,51.00,122.00,472.00
48.00,9.00,425.00,52.00,123.00,471.00
48.00,9.00,463.00,52.00,123.00,471.00
48.00,10.00,467.00,52.00,123.00,471.00
48.00,9.00,483.00,52.00,123.00,471.00
48.00,9.00,528.00,52.00,124.00,469.00
49.00,9.00,555.00,52.00,124.00,469.00
49.00,9.00,587.00,52.00,125.00,469.00
49.00,9.00,610.00,52.00,125.00,469.00
49.00,9.00,650.00,52.00,125.00,468.00
48.00,8.00,658.00,52.00,125.00,469.00
49.00,8.00,683.00,52.00,126.00,468.00
48.00,8.00,641.00,52.00,125.00,469.00
49.00,9.00,646.00,52.00,126.00,469.00
49.00,9.00,658.00,52.00,127.00,468.00
49.00,9.00,659.00,52.00,127.00,468.00
48.00,12.00,599.00,52.00,125.00,469.00
48.00,10.00,599.00,52.00,124.00,470.00
49.00,10.00,572.00,52.00,124.00,470.00
48.00,11.00,506.00,52.00,123.00,471.00
48.00,11.00,501.00,52.00,122.00,471.00
49.00,10.00,527.00,52.00,125.00,471.00
48.00,11.00,480.00,52.00,124.00,473.00
48.00,11.00,427.00,52.00,122.00,473.00
48.00,11.00,455.00,52.00,126.00,472.00
48.00,11.00,392.00,52.00,123.00,473.00
48.00,11.00,315.00,52.00,120.00,474.00
48.00,10.00,323.00,52.00,121.00,473.00
48.00,10.00,310.00,51.00,121.00,474.00
47.00,11.00,286.00,52.00,121.00,475.00
48.00,11.00,272.00,51.00,121.00,475.00
47.00,11.00,249.00,52.00,121.00,476.00
49.00,10.00,201.00,51.00,120.00,477.00
48.00,10.00,202.00,51.00,121.00,476.00
48.00,10.00,114.00,51.00,121.00,478.00
48.00,11.00,153.00,55.00,121.00,474.00
48.00,11.00,251.00,55.00,120.00,471.00
48.00,10.00,265.00,52.00,120.00,470.00
48.00,10.00,314.00,52.00,120.00,469.00
48.00,10.00,312.00,52.00,121.00,470.00
48.00,11.00,309.00,52.00,121.00,469.00
48.00,11.00,329.00,51.00,122.00,469.00
48.00,10.00,366.00,52.00,123.00,468.00
48.00,10.00,408.00,52.00,122.00,466.00
48.00,10.00,399.00,53.00,123.00,466.00
48.00,10.00,397.00,52.00,123.00,466.00
48.00,10.00,427.00,52.00,123.00,466.00
48.00,10.00,442.00,52.00,123.00,466.00
47.00,10.00,433.00,53.00,123.00,465.00
47.00,10.00,438.00,53.00,124.00,464.00
47.00,10.00,456.00,53.00,124.00,464.00
47.00,10.00,436.00,53.00,124.00,466.00
47.00,11.00,417.00,53.00,123.00,466.00
47.00,10.00,472.00,53.00,124.00,465.00
47.00,10.00,517.00,53.00,124.00,463.00
47.00,9.00,557.00,53.00,125.00,464.00
48.00,9.00,611.00,52.00,125.00,463.00
47.00,10.00,628.00,52.00,125.00,463.00
48.00,9.00,690.00,52.00,126.00,463.00
48.00,10.00,647.00,53.00,126.00,465.00
47.00,9.00,758.00,53.00,126.00,464.00
47.00,9.00,676.00,53.00,125.00,465.00
47.00,11.00,377.00,53.00,122.00,470.00
47.00,11.00,240.00,54.00,122.00,472.00
47.00,11.00,232.00,53.00,121.00,472.00
48.00,11.00,273.00,53.00,123.00,472.00
48.00,11.00,251.00,53.00,122.00,472.00
48.00,12.00,177.00,54.00,121.00,475.00
48.00,12.00,134.00,54.00,121.00,477.00
48.00,11.00,147.00,53.00,122.00,475.00
48.00,11.00,170.00,53.00,121.00,475.00
48.00,11.00,175.00,53.00,123.00,474.00
48.00,11.00,166.00,52.00,122.00,474.00
47.00,11.00,195.00,52.00,122.00,475.00
48.00,11.00,237.00,52.00,123.00,473.00
48.00,11.00,273.00,52.00,123.00,471.00
48.00,10.00,361.00,52.00,124.00,471.00
48.00,10.00,391.00,52.00,125.00,471.00
48.00,10.00,402.00,52.00,123.00,470.00
47.00,10.00,474.00,52.00,125.00,468.00
47.00,10.00,478.00,52.00,125.00,468.00
48.00,10.00,516.00,52.00,126.00,467.00
48.00,10.00,525.00,52.00,126.00,466.00
48.00,10.00,522.00,53.00,127.00,467.00
48.00,10.00,494.00,53.00,127.00,468.00
48.00,10.00,489.00,53.00,125.00,468.00
48.00,10.00,469.00,53.00,125.00,468.00
47.00,10.00,453.00,53.00,124.00,469.00
48.00,10.00,475.00,52.00,125.00,469.00
47.00,11.00,364.00,53.00,123.00,472.00
47.00,11.00,337.00,53.00,122.00,473.00
47.00,11.00,243.00,53.00,121.00,474.00
47.00,11.00,228.00,52.00,121.00,475.00
47.00,11.00,205.00,52.00,121.00,475.00
47.00,11.00,206.00,52.00,121.00,475.00
47.00,11.00,189.00,52.00,121.00,475.00
47.00,11.00,204.00,53.00,122.00,474.00
47.00,11.00,221.00,53.00,122.00,474.00
47.00,11.00,312.00,52.00,123.00,470.00
47.00,10.00,347.00,52.00,122.00,469.00
48.00,10.00,378.00,52.00,123.00,470.00
48.00,10.00,389.00,52.00,123.00,469.00
48.00,10.00,391.00,52.00,123.00,469.00
48.00,10.00,404.00,51.00,123.00,470.00
48.00,10.00,415.00,52.00,123.00,469.00
48.00,10.00,392.00,51.00,123.00,468.00
48.00,10.00,380.00,52.00,122.00,470.00
48.00,10.00,386.00,52.00,123.00,470.00
48.00,10.00,414.00,51.00,123.00,469.00
48.00,10.00,402.00,51.00,123.00,470.00
47.00,10.00,386.00,52.00,122.00,471.00
48.00,10.00,403.00,52.00,123.00,470.00
48.00,11.00,395.00,52.00,122.00,470.00
47.00,10.00,413.00,52.00,123.00,470.00
48.00,10.00,444.00,52.00,124.00,469.00
48.00,10.00,380.00,51.00,121.00,471.00
48.00,11.00,296.00,51.00,121.00,472.00
47.00,10.00,329.00,52.00,121.00,470.00
47.00,10.00,282.00,52.00,121.00,472.00
47.00,10.00,304.00,51.00,121.00,472.00
47.00,11.00,274.00,51.00,121.00,473.00
48.00,11.00,262.00,52.00,121.00,474.00
47.00,11.00,268.00,51.00,121.00,474.00
47.00,11.00,276.00,51.00,121.00,473.00
47.00,11.00,249.00,52.00,121.00,474.00
47.00,11.00,237.00,51.00,121.00,474.00
47.00,11.00,241.00,51.00,122.00,474.00
47.00,11.00,251.00,52.00,122.00,474.00
47.00,11.00,251.00,52.00,122.00,474.00
48.00,11.00,285.00,52.00,122.00,472.00
48.00,11.00,307.00,52.00,122.00,471.00
48.00,11.00,350.00,52.00,123.00,471.00
48.00,10.00,357.00,52.00,123.00,470.00
47.00,10.00,358.00,53.00,124.00,470.00
47.00,10.00,388.00,52.00,124.00,468.00
48.00,10.00,547.00,51.00,125.00,464.00
47.00,9.00,531.00,52.00,126.00,465.00
48.00,10.00,520.00,53.00,127.00,464.00
47.00,10.00,478.00,53.00,126.00,466.00
47.00,10.00,451.00,53.00,125.00,466.00
48.00,10.00,476.00,53.00,125.00,467.00
48.00,10.00,335.00,53.00,123.00,469.00
47.00,10.00,340.00,53.00,123.00,469.00
48.00,10.00,338.00,53.00,123.00,470.00
48.00,11.00,296.00,53.00,122.00,472.00
47.00,10.00,289.00,53.00,122.00,472.00
47.00,10.00,320.00,53.00,122.00,471.00
48.00,11.00,302.00,53.00,121.00,472.00
48.00,11.00,266.00,53.00,122.00,472.00
48.00,11.00,256.00,52.00,122.00,473.00
47.00,10.00,249.00,53.00,121.00,473.00
47.00,10.00,275.00,54.00,122.00,474.00
47.00,11.00,200.00,53.00,122.00,475.00
47.00,10.00,223.00,53.00,122.00,474.00
47.00,11.00,140.00,53.00,123.00,477.00
47.00,10.00,172.00,53.00,123.00,474.00
47.00,11.00,290.00,52.00,123.00,472.00
47.00,11.00,305.00,52.00,124.00,471.00
47.00,10.00,298.00,52.00,124.00,472.00
48.00,10.00,434.00,52.00,125.00,467.00
47.00,11.00,391.00,52.00,125.00,468.00
47.00,10.00,392.00,53.00,125.00,469.00
48.00,10.00,491.00,53.00,126.00,466.00
47.00,10.00,429.00,53.00,125.00,466.00
47.00,10.00,470.00,53.00,126.00,467.00
47.00,9.00,523.00,53.00,127.00,464.00
47.00,9.00,507.00,53.00,126.00,467.00
47.00,10.00,538.00,53.00,127.00,465.00
47.00,9.00,507.00,53.00,125.00,467.00
47.00,10.00,504.00,53.00,126.00,466.00
47.00,9.00,507.00,53.00,126.00,466.00
47.00,10.00,546.00,53.00,127.00,466.00
47.00,10.00,522.00,53.00,125.00,466.00
48.00,9.00,570.00,53.00,127.00,466.00
47.00,9.00,583.00,53.00,126.00,465.00
48.00,10.00,585.00,53.00,127.00,465.00
48.00,10.00,586.00,53.00,126.00,465.00
47.00,10.00,605.00,53.00,127.00,466.00
48.00,9.00,626.00,53.00,127.00,464.00
48.00,10.00,616.00,53.00,127.00,464.00
47.00,9.00,693.00,53.00,129.00,463.00
47.00,9.00,697.00,53.00,128.00,463.00
48.00,9.00,663.00,54.00,127.00,465.00
48.00,9.00,553.00,53.00,124.00,467.00
48.00,10.00,484.00,53.00,124.00,469.00
48.00,10.00,484.00,53.00,124.00,469.00
47.00,10.00,476.00,54.00,124.00,469.00
48.00,10.00,455.00,53.00,123.00,470.00
47.00,10.00,433.00,53.00,123.00,470.00
47.00,10.00,415.00,53.00,122.00,471.00
48.00,10.00,412.00,53.00,121.00,471.00
48.00,10.00,402.00,53.00,121.00,470.00
48.00,11.00,378.00,52.00,121.00,472.00
48.00,10.00,389.00,52.00,121.00,471.00
48.00,10.00,390.00,53.00,121.00,470.00
48.00,10.00,390.00,53.00,122.00,470.00
48.00,11.00,395.00,52.00,122.00,471.00
48.00,11.00,333.00,52.00,121.00,472.00
48.00,11.00,322.00,52.00,121.00,473.00
48.00,11.00,316.00,52.00,121.00,472.00
48.00,11.00,271.00,52.00,121.00,474.00
48.00,11.00,257.00,52.00,122.00,474.00
48.00,10.00,291.00,52.00,121.00,472.00
48.00,11.00,195.00,53.00,122.00,474.00
48.00,11.00,113.00,53.00,123.00,476.00
48.00,11.00,153.00,51.00,123.00,472.00
48.00,10.00,241.00,51.00,124.00,469.00
49.00,11.00,299.00,50.00,124.00,468.00
49.00,11.00,309.00,51.00,123.00,470.00
49.00,10.00,397.00,51.00,124.00,468.00
48.00,10.00,380.00,51.00,124.00,467.00
48.00,10.00,390.00,51.00,124.00,466.00
48.00,11.00,326.00,51.00,124.00,467.00
48.00,11.00,328.00,51.00,124.00,467.00
48.00,10.00,358.00,52.00,124.00,467.00
48.00,11.00,303.00,52.00,123.00,469.00
48.00,11.00,279.00,52.00,123.00,470.00
48.00,10.00,340.00,51.00,123.00,470.00
48.00,11.00,340.00,52.00,123.00,470.00
48.00,11.00,312.00,51.00,123.00,471.00
48.00,11.00,308.00,51.00,122.00,472.00
48.00,11.00,308.00,51.00,122.00,472.00
48.00,11.00,309.00,51.00,122.00,472.00
48.00,11.00,313.00,52.00,123.00,472.00
49.00,11.00,309.00,52.00,123.00,472.00
48.00,10.00,318.00,52.00,122.00,471.00
48.00,10.00,353.00,52.00,123.00,470.00
48.00,10.00,376.00,52.00,123.00,469.00
48.00,11.00,324.00,51.00,123.00,471.00
48.00,10.00,328.00,52.00,122.00,472.00
48.00,10.00,361.00,52.00,123.00,469.00
48.00,10.00,415.00,52.00,123.00,469.00
48.00,10.00,395.00,52.00,123.00,469.00
48.00,10.00,390.00,52.00,123.00,470.00
49.00,10.00,397.00,51.00,124.00,469.00
48.00,10.00,431.00,52.00,124.00,468.00
49.00,10.00,449.00,52.00,124.00,467.00
48.00,10.00,421.00,51.00,124.00,469.00
48.00,10.00,340.00,52.00,122.00,471.00
48.00,11.00,296.00,52.00,121.00,473.00
48.00,10.00,290.00,51.00,121.00,473.00
48.00,10.00,287.00,51.00,122.00,474.00
48.00,11.00,264.00,52.00,122.00,474.00
48.00,11.00,230.00,51.00,121.00,474.00
48.00,11.00,216.00,51.00,122.00,475.00
48.00,11.00,199.00,52.00,123.00,476.00
48.00,11.00,182.00,51.00,121.00,476.00
48.00,11.00,195.00,51.00,121.00,476.00
48.00,11.00,149.00,51.00,121.00,477.00
48.00,11.00,136.00,51.00,121.00,477.00
48.00,10.00,168.00,51.00,122.00,476.00
48.00,10.00,264.00,51.00,122.00,474.00
48.00,10.00,375.00,51.00,123.00,470.00
48.00,10.00,389.00,51.00,123.00,470.00
49.00,10.00,385.00,52.00,123.00,470.00
48.00,10.00,376.00,51.00,123.00,471.00
48.00,11.00,348.00,51.00,123.00,472.00
48.00,11.00,345.00,51.00,123.00,472.00
48.00,11.00,349.00,51.00,123.00,471.00
48.00,11.00,375.00,51.00,124.00,471.00
48.00,11.00,351.00,51.00,123.00,471.00
48.00,11.00,337.00,51.00,123.00,471.00
48.00,11.00,328.00,51.00,123.00,472.00
47.00,11.00,321.00,51.00,123.00,471.00
48.00,10.00,317.00,51.00,123.00,473.00
47.00,11.00,313.00,51.00,123.00,473.00
47.00,10.00,302.00,51.00,122.00,472.00
47.00,11.00,330.00,51.00,123.00,470.00
47.00,10.00,340.00,51.00,123.00,470.00
47.00,11.00,369.00,52.00,124.00,469.00
48.00,10.00,392.00,51.00,124.00,470.00
48.00,11.00,383.00,51.00,124.00,469.00
47.00,10.00,361.00,51.00,123.00,470.00
48.00,10.00,372.00,51.00,124.00,470.00
48.00,11.00,371.00,52.00,123.00,470.00
48.00,11.00,381.00,52.00,123.00,470.00
48.00,11.00,386.00,52.00,124.00,470.00
48.00,11.00,374.00,52.00,123.00,470.00
48.00,10.00,375.00,52.00,124.00,470.00
48.00,10.00,419.00,52.00,124.00,469.00
48.00,10.00,463.00,52.00,125.00,468.00
48.00,10.00,457.00,52.00,125.00,468.00
48.00,10.00,426.00,52.00,124.00,469.00
48.00,10.00,400.00,52.00,123.00,469.00
48.00,10.00,414.00,53.00,124.00,470.00
48.00,11.00,405.00,52.00,124.00,470.00
48.00,10.00,416.00,52.00,123.00,469.00
48.00,10.00,411.00,52.00,123.00,470.00
48.00,11.00,251.00,52.00,122.00,474.00
48.00,12.00,201.00,52.00,121.00,474.00
48.00,11.00,114.00,53.00,121.00,476.00
48.00,11.00,114.00,52.00,121.00,476.00
48.00,11.00,113.00,53.00,121.00,476.00
48.00,11.00,113.00,53.00,121.00,476.00
48.00,11.00,118.00,53.00,122.00,476.00
47.00,11.00,175.00,52.00,122.00,475.00
48.00,11.00,276.00,52.00,124.00,472.00
48.00,11.00,315.00,52.00,124.00,470.00
48.00,11.00,319.00,52.00,124.00,470.00
48.00,11.00,357.00,52.00,125.00,470.00
48.00,11.00,401.00,52.00,124.00,468.00
48.00,10.00,479.00,52.00,124.00,466.00
48.00,10.00,530.00,52.00,126.00,465.00
48.00,11.00,433.00,52.00,124.00,469.00
48.00,11.00,326.00,52.00,124.00,471.00
48.00,11.00,249.00,52.00,123.00,472.00
47.00,12.00,240.00,53.00,123.00,472.00
48.00,11.00,195.00,52.00,122.00,473.00
47.00,11.00,210.00,53.00,123.00,472.00
49.00,11.00,114.00,54.00,127.00,475.00
49.00,11.00,114.00,54.00,128.00,474.00
49.00,11.00,114.00,53.00,129.00,474.00
49.00,11.00,114.00,53.00,129.00,474.00
49.00,11.00,114.00,53.00,129.00,474.00
49.00,11.00,114.00,53.00,128.00,474.00
47.00,11.00,112.00,53.00,131.00,476.00
48.00,11.00,112.00,53.00,131.00,477.00
48.00,11.00,113.00,53.00,131.00,476.00
48.00,11.00,112.00,53.00,131.00,477.00
48.00,11.00,113.00,53.00,131.00,476.00
48.00,11.00,113.00,53.00,130.00,476.00
48.00,11.00,113.00,53.00,129.00,476.00
47.00,10.00,112.00,52.00,128.00,476.00
48.00,11.00,112.00,53.00,128.00,476.00
47.00,10.00,112.00,52.00,128.00,476.00
47.00,10.00,113.00,52.00,126.00,475.00
47.00,10.00,112.00,53.00,127.00,476.00
47.00,11.00,112.00,53.00,125.00,475.00
47.00,10.00,112.00,52.00,125.00,476.00
47.00,10.00,113.00,52.00,125.00,475.00
48.00,10.00,114.00,53.00,124.00,475.00
48.00,10.00,113.00,53.00,124.00,475.00
48.00,10.00,116.00,52.00,124.00,475.00
48.00,10.00,116.00,52.00,125.00,475.00
48.00,10.00,115.00,52.00,125.00,475.00
47.00,10.00,115.00,52.00,124.00,475.00
47.00,10.00,114.00,52.00,124.00,475.00
47.00,10.00,118.00,52.00,124.00,475.00
48.00,10.00,116.00,52.00,125.00,475.00
48.00,11.00,116.00,52.00,125.00,475.00
47.00,10.00,116.00,53.00,125.00,475.00
48.00,10.00,116.00,52.00,125.00,474.00
48.00,10.00,117.00,52.00,125.00,475.00
48.00,10.00,117.00,52.00,125.00,475.00
48.00,10.00,119.00,52.00,125.00,474.00
48.00,10.00,116.00,52.00,125.00,475.00
47.00,10.00,117.00,52.00,125.00,474.00
48.00,10.00,118.00,52.00,125.00,475.00
48.00,11.00,112.00,52.00,125.00,475.00
48.00,10.00,112.00,52.00,125.00,475.00
48.00,11.00,112.00,52.00,126.00,476.00
49.00,11.00,112.00,52.00,131.00,476.00
48.00,11.00,112.00,53.00,132.00,477.00
48.00,11.00,112.00,53.00,132.00,476.00
49.00,11.00,112.00,53.00,132.00,477.00
48.00,11.00,112.00,53.00,132.00,477.00
49.00,11.00,112.00,53.00,132.00,477.00
48.00,11.00,112.00,53.00,132.00,477.00
48.00,11.00,112.00,53.00,132.00,477.00
49.00,11.00,112.00,53.00,131.00,476.00
49.00,11.00,112.00,53.00,131.00,477.00
49.00,11.00,112.00,53.00,131.00,476.00
49.00,11.00,112.00,53.00,131.00,477.00
48.00,11.00,112.00,53.00,131.00,476.00
48.00,11.00,112.00,53.00,132.00,476.00
49.00,12.00,112.00,53.00,131.00,476.00
49.00,11.00,112.00,53.00,132.00,477.00
49.00,11.00,112.00,53.00,132.00,477.00
48.00,11.00,112.00,53.00,132.00,476.00
48.00,12.00,112.00,53.00,132.00,477.00
49.00,11.00,112.00,53.00,131.00,476.00
49.00,11.00,112.00,53.00,132.00,477.00
49.00,11.00,112.00,52.00,131.00,477.00
49.00,11.00,112.00,52.00,131.00,476.00
49.00,11.00,112.00,53.00,131.00,476.00
49.00,11.00,112.00,53.00,132.00,476.00
49.00,11.00,112.00,52.00,131.00,476.00
49.00,11.00,112.00,53.00,131.00,476.00
49.00,11.00,112.00,53.00,131.00,476.00
49.00,11.00,112.00,53.00,131.00,476.00
48.00,11.00,112.00,53.00,131.00,476.00
48.00,11.00,112.00,53.00,132.00,477.00
48.00,11.00,112.00,53.00,132.00,476.00
48.00,11.00,112.00,53.00,132.00,477.00
48.00,11.00,112.00,53.00,132.00,477.00
49.00,11.00,112.00,53.00,132.00,477.00
48.00,11.00,112.00,53.00,132.00,477.00
48.00,11.00,112.00,54.00,132.00,476.00
48.00,11.00,112.00,53.00,131.00,476.00
48.00,11.00,112.00,53.00,132.00,476.00
48.00,11.00,112.00,53.00,132.00,477.00
48.00,11.00,112.00,53.00,132.00,477.00
48.00,11.00,112.00,53.00,131.00,476.00
49.00,11.00,112.00,53.00,131.00,476.00
49.00,11.00,112.00,53.00,132.00,476.00
49.00,11.00,112.00,53.00,132.00,476.00
48.00,11.00,112.00,53.00,132.00,476.00
49.00,11.00,112.00,53.00,131.00,476.00
48.00,11.00,112.00,53.00,132.00,476.00
49.00,11.00,112.00,53.00,131.00,476.00
49.00,11.00,112.00,53.00,132.00,477.00
49.00,12.00,112.00,53.00,132.00,477.00
49.00,11.00,112.00,53.00,131.00,477.00
49.00,11.00,112.00,53.00,131.00,476.00
49.00,11.00,112.00,53.00,131.00,476.00
48.00,11.00,112.00,53.00,131.00,477.00
48.00,11.00,112.00,53.00,131.00,477.00
48.00,11.00,112.00,53.00,131.00,476.00
48.00,11.00,112.00,54.00,131.00,476.00
48.00,11.00,112.00,54.00,131.00,477.00
48.00,11.00,112.00,54.00,131.00,476.00
48.00,11.00,112.00,54.00,131.00,476.00
49.00,11.00,112.00,53.00,131.00,476.00
48.00,11.00,112.00,53.00,132.00,476.00
48.00,11.00,112.00,53.00,131.00,476.00
48.00,11.00,112.00,53.00,131.00,476.00
48.00,11.00,112.00,53.00,131.00,476.00
48.00,11.00,112.00,53.00,132.00,476.00
48.00,12.00,112.00,54.00,131.00,475.00
48.00,11.00,112.00,53.00,131.00,476.00
49.00,12.00,112.00,53.00,131.00,476.00
49.00,11.00,112.00,54.00,131.00,476.00
48.00,11.00,112.00,53.00,131.00,475.00
48.00,11.00,112.00,53.00,132.00,476.00
48.00,11.00,112.00,53.00,131.00,476.00
48.00,11.00,112.00,53.00,132.00,476.00
48.00,11.00,112.00,53.00,132.00,476.00
48.00,11.00,112.00,54.00,132.00,476.00
48.00,11.00,112.00,53.00,132.00,476.00
48.00,11.00,112.00,54.00,131.00,476.00
48.00,12.00,112.00,53.00,132.00,476.00
48.00,11.00,112.00,53.00,132.00,476.00
48.00,11.00,112.00,54.00,131.00,476.00
48.00,11.00,112.00,53.00,132.00,476.00
49.00,11.00,112.00,53.00,132.00,476.00
48.00,11.00,112.00,53.00,132.00,476.00
48.00,11.00,112.00,53.00,132.00,476.00
48.00,11.00,112.00,53.00,132.00,477.00
49.00,12.00,112.00,53.00,132.00,476.00
49.00,11.00,112.00,53.00,132.00,476.00
49.00,12.00,112.00,53.00,132.00,476.00
49.00,11.00,112.00,53.00,132.00,476.00
48.00,11.00,112.00,53.00,132.00,476.00
48.00,11.00,112.00,53.00,132.00,476.00
48.00,11.00,112.00,53.00,132.00,476.00
48.00,11.00,112.00,53.00,132.00,476.00
49.00,11.00,112.00,53.00,131.00,476.00
48.00,11.00,112.00,54.00,131.00,476.00
49.00,11.00,112.00,53.00,132.00,476.00
48.00,11.00,112.00,53.00,131.00,476.00
48.00,11.00,112.00,53.00,131.00,476.00
48.00,11.00,112.00,53.00,131.00,476.00
48.00,11.00,112.00,53.00,132.00,476.00
48.00,11.00,113.00,53.00,131.00,476.00
48.00,11.00,112.00,53.00,131.00,476.00
49.00,11.00,112.00,53.00,131.00,476.00
49.00,11.00,112.00,53.00,131.00,476.00
48.00,11.00,112.00,53.00,131.00,476.00
48.00,11.00,112.00,53.00,131.00,476.00
49.00,11.00,112.00,53.00,131.00,476.00
48.00,11.00,112.00,53.00,131.00,476.00
